event,time,configuration,3
1,776,3
2,777,3
3,781,3
4,777,3
5,779,3
6,776,3
7,774,3
8,800,3
9,777,3
10,799,3
11,777,3
12,779,3
13,780,3
14,778,3
15,779,3
16,799,3
17,776,3
18,778,3
19,795,3
20,796,3
21,798,3
22,778,3
23,798,3
24,777,3
25,797,3
26,776,3
27,774,3
28,799,3
29,798,3
30,797,3
31,778,3
32,799,3
33,782,3
34,796,3
35,780,3
36,778,3
37,798,3
38,798,3
39,779,3
40,797,3
41,779,3
42,777,3
43,777,3
44,779,3
45,779,3
46,778,3
47,799,3
48,778,3
49,799,3
50,798,3
51,777,3
52,774,3
53,797,3
54,775,3
55,800,3
56,777,3
57,777,3
58,797,3
59,794,3
60,816,3
61,777,3
62,799,3
63,777,3
64,816,3
65,790,3
66,777,3
67,779,3
68,817,3
69,798,3
70,1318,3
71,841,3
72,2871,3
73,777,3
74,797,3
75,779,3
76,778,3
77,778,3
78,777,3
79,780,3
80,797,3
81,783,3
82,779,3
83,779,3
84,780,3
85,775,3
86,777,3
87,780,3
88,798,3
89,777,3
90,796,3
91,776,3
92,804,3
93,776,3
94,798,3
95,780,3
96,777,3
97,798,3
98,796,3
99,795,3
100,797,3
101,777,3
102,778,3
103,777,3
104,779,3
105,778,3
106,795,3
107,775,3
108,778,3
109,781,3
110,798,3
111,777,3
112,796,3
113,796,3
114,772,3
